PrefabName,NameToken,ItemType,MaxStack,Weight,Biome,ChecklistCategory,IncludeInChecklist
HoneyGlazedChickenUncooked,$item_honeyglazedchickenuncooked,Material,10,1,Meadows,Materials,true
Iron,$item_iron,Material,30,12,Swamp,Materials,true
IronNails,$item_ironnails,Material,100,0.5,Swamp,Materials,true
IronOre,$item_ironore,Material,30,10,Swamp,Materials,true
Ironpit,$item_ironpit,Material,10,10,Swamp,Materials,true
IronScrap,$item_ironscrap,Material,30,10,Swamp,Materials,true
JuteBlue,$item_juteblue,Material,50,2,,Materials,true
JuteRed,$item_jutered,Material,50,2,,Materials,true
KnifeBlackMetal,$item_knife_blackmetal,OneHandedWeapon,1,0.3,Plains,Weapons,true
KnifeButcher,$item_knife_butcher,OneHandedWeapon,1,0.3,,Weapons,true
KnifeChitin,$item_knife_chitin,OneHandedWeapon,1,0.3,BlackForest,Weapons,true
KnifeCopper,$item_knife_copper,OneHandedWeapon,1,0.3,BlackForest,Weapons,true
KnifeFlint,$item_knife_flint,OneHandedWeapon,1,0.3,Meadows,Weapons,true
KnifeSilver,$item_knife_silver,OneHandedWeapon,1,0.3,Mountain,Weapons,true
KnifeSkollAndHati,$item_knife_skollandhati,TwoHandedWeapon,1,0.3,,Weapons,true
KnifeWood,$item_knife_wood,OneHandedWeapon,1,0.3,Meadows,Weapons,true
Lantern,$item_lantern,Torch,1,2,,Tools,true
Larva,$item_larva,Material,20,1,,Materials,true
LeatherScraps,$item_leatherscraps,Material,50,0.5,Meadows,Materials,true
LinenThread,$item_linenthread,Material,50,2,Plains,Materials,true
LoxMeat,$item_loxmeat,Material,20,2,Plains,Materials,true
LoxPelt,$item_loxpelt,Material,50,1,Plains,Materials,true
LoxPie,$item_loxpie,Consumable,10,1,Plains,Food,true
LoxPieUncooked,$item_loxpie_uncooked,Material,10,1,Plains,Materials,true
MaceBronze,$item_mace_bronze,OneHandedWeapon,1,2,BlackForest,Weapons,true
MaceEldner,$item_mace_eldner,OneHandedWeapon,1,2,,Weapons,true
MaceEldnerBlood,$item_mace_eldner_blood,OneHandedWeapon,1,2,,Weapons,true
MaceEldnerLightning,$item_mace_eldner_lightning,OneHandedWeapon,1,2,,Weapons,true
MaceEldnerNature,$item_mace_eldner_nature,OneHandedWeapon,1,2,,Weapons,true
MaceIron,$item_mace_iron,OneHandedWeapon,1,2,Swamp,Weapons,true
MaceNeedle,$item_mace_needle,OneHandedWeapon,1,2,Plains,Weapons,true
MaceSilver,$item_mace_silver,OneHandedWeapon,1,2,Mountain,Weapons,true
MaceWood,$item_mace_wood,OneHandedWeapon,1,2,Meadows,Weapons,true
MagicallyStuffedShroom,$item_magicallystuffedmushroom,Consumable,10,1,Meadows,Food,true
MagicallyStuffedShroomUncooked,$item_magicallystuffedmushroomuncooked,Material,10,1,Meadows,Materials,true
Mandible,$item_mandible,Material,50,0.5,,Materials,true
MarinatedGreens,$item_marinatedgreens,Consumable,10,1,,Food,true
MashedMeat,$item_mashedmeat,Consumable,10,1,Ashlands,Food,true
MeadBaseBugRepellent,$item_meadbasebugrepellent,Material,1,1,,Materials,true
MeadBaseBzerker,$item_meadbasebzerker,Material,1,1,,Materials,true
MeadBaseEitrLingering,$item_meadbaseeitr_lingering,Material,1,1,Mistlands,Materials,true
MeadBaseEitrMinor,$item_meadbaseeitr,Material,1,1,Mistlands,Materials,true
MeadBaseFrostResist,$item_meadbasefrostresist,Material,1,1,Mountain,Materials,true
MeadBaseHasty,$item_meadbasehasty,Material,1,1,,Materials,true
MeadBaseHealthLingering,$item_meadbasehealth_lingering,Material,1,1,,Materials,true
MeadBaseHealthMajor,$item_meadbasehealth_major,Material,1,1,,Materials,true
MeadBaseHealthMedium,$item_meadbasehealth_medium,Material,1,1,,Materials,true
MeadBaseHealthMinor,$item_meadbasehealth,Material,1,1,,Materials,true
MeadBaseLightFoot,$item_meadbaselightfoot,Material,1,1,,Materials,true
MeadBasePoisonResist,$item_meadbasepoisonresist,Material,1,1,Swamp,Materials,true
MeadBaseStaminaLingering,$item_meadbasestamina_lingering,Material,1,1,,Materials,true
MeadBaseStaminaMedium,$item_meadbasestamina_medium,Material,1,1,,Materials,true
MeadBaseStaminaMinor,$item_meadbasestamina,Material,1,1,,Materials,true
MeadBaseStrength,$item_meadbasestrength,Material,1,1,,Materials,true
MeadBaseSwimmer,$item_meadbaseswimmer,Material,1,1,,Materials,true
MeadBaseTamer,$item_meadbasetamer,Material,1,1,,Materials,true
MeadBaseTasty,$item_meadbasetasty,Material,1,1,,Materials,true
MeadBugRepellent,$item_mead_bugrepellent,Consumable,10,1,,Food,true
MeadBzerker,$item_mead_bzerker,Consumable,10,1,,Food,true
MeadEitrLingering,$item_mead_eitr_lingering,Consumable,10,1,Mistlands,Food,true
MeadEitrMinor,$item_mead_eitr_minor,Consumable,10,1,Mistlands,Food,true
MeadFrostResist,$item_mead_frostres,Consumable,10,1,Mountain,Food,true
MeadHasty,$item_mead_hasty,Consumable,10,1,,Food,true
MeadHealthLingering,$item_mead_hp_lingering,Consumable,10,1,,Food,true
MeadHealthMajor,$item_mead_hp_major,Consumable,10,1,,Food,true
MeadHealthMedium,$item_mead_hp_medium,Consumable,10,1,,Food,true
MeadHealthMinor,$item_mead_hp_minor,Consumable,10,1,,Food,true
MeadLightfoot,$item_mead_lightfoot,Consumable,10,1,,Food,true
MeadPoisonResist,$item_mead_poisonres,Consumable,10,1,Swamp,Food,true
MeadStaminaLingering,$item_mead_stamina_lingering,Consumable,10,1,,Food,true
MeadStaminaMedium,$item_mead_stamina_medium,Consumable,10,1,,Food,true
MeadStaminaMinor,$item_mead_stamina_minor,Consumable,10,1,,Food,true
MeadStrength,$item_mead_strength,Consumable,10,1,,Food,true
MeadSwimmer,$item_mead_swimmer,Consumable,10,1,,Food,true
MeadTamer,$item_mead_tamer,Consumable,10,1,,Food,true
MeadTasty,$item_mead_tasty,Consumable,10,1,,Food,true
MeadTrollPheromones,$item_mead_trollpheromones,Consumable,10,1,BlackForest,Food,true
MeatPlatter,$item_meatplatter,Consumable,10,1,,Food,true
MeatPlatterUncooked,$item_meatplatteruncooked,Material,10,1,,Materials,true
MechanicalSpring,$item_mechanicalspring,Material,10,5,,Materials,true
MinceMeatSauce,$item_mincemeatsauce,Consumable,10,1,,Food,true
MisthareSupreme,$item_mistharesupreme,Consumable,10,1,Mistlands,Food,true
MisthareSupremeUncooked,$item_mistharesupremeuncooked,Material,10,1,Mistlands,Materials,true
MoltenCore,$item_moltencore,Material,20,1,,Materials,true
MorgenHeart,$item_morgenheart,Material,50,0.5,Ashlands,Materials,true
MorgenSinew,$item_morgensinew,Material,50,0.5,Ashlands,Materials,true
Mushroom,$item_mushroomcommon,Consumable,50,0.1,Meadows,Food,true
MushroomBlue,$item_mushroomblue,Consumable,50,0.1,Meadows,Food,true
MushroomBzerker,$item_mushroom_bzerker,Consumable,50,0.1,Meadows,Food,true
MushroomJotunPuffs,$item_jotunpuffs,Consumable,50,0.1,Mistlands,Food,true
MushroomMagecap,$item_magecap,Consumable,50,0.1,Mistlands,Food,true
MushroomOmelette,$item_mushroomomelette,Consumable,10,1,Meadows,Food,true
MushroomSmokePuff,$item_smokepuff,Consumable,50,0.1,Meadows,Food,true
MushroomYellow,$item_mushroomyellow,Consumable,50,0.1,Meadows,Food,true
NeckTail,$item_necktail,Material,50,0.5,Meadows,Materials,true
NeckTailGrilled,$item_necktailgrilled,Consumable,20,0.5,Meadows,Food,true
Needle,$item_needle,Material,50,0.5,Plains,Materials,true
Obsidian,$item_obsidian,Material,50,2,Mountain,Materials,true
Onion,$item_onion,Consumable,50,0.3,Mountain,Food,true
OnionSeeds,$item_onionseeds,Material,100,0.1,Mountain,Materials,true
OnionSoup,$item_onionsoup,Consumable,10,1,Mountain,Food,true
Ooze,$item_ooze,Material,50,0.5,Swamp,Materials,true
PickaxeAntler,$item_pickaxe_antler,TwoHandedWeapon,1,2,,Weapons,true
PickaxeBlackMetal,$item_pickaxe_blackmetal,TwoHandedWeapon,1,2,Plains,Weapons,true
PickaxeBronze,$item_pickaxe_bronze,TwoHandedWeapon,1,2,BlackForest,Weapons,true
PickaxeIron,$item_pickaxe_iron,TwoHandedWeapon,1,2,Swamp,Weapons,true
PickaxeStone,$item_pickaxe_stone,TwoHandedWeapon,1,2,Meadows,Weapons,true
PineCone,$item_pinecone,Material,100,0.1,BlackForest,Materials,true
PiquantPie,$item_piquantpie,Consumable,10,1,,Food,true
PiquantPieUncooked,$item_piquantpie_uncooked,Material,10,1,,Materials,true
Pot_Shard_Green,$item_pot_shard_green,Material,50,2,,Materials,true
Pot_Shard_Red,$item_pot_shard_red,Material,50,2,,Materials,true
PowderedDragonEgg,$item_powdereddragonegg,Material,50,0.5,Mountain,Materials,true
ProustitePowder,$item_proustitepowder,Material,50,0.5,Ashlands,Materials,true
Pukeberries,$item_pukeberries,Consumable,50,0.1,,Food,true
PungentPebbles,$item_pungentpebbles,Material,50,0.5,,Materials,true
QueenBee,$item_queenbee,Material,20,0.2,,Materials,true
QueenDrop,$item_seekerqueen_drop,Material,30,1,Mistlands,Materials,true
QueensJam,$item_queensjam,Consumable,10,1,,Food,true
Raspberry,$item_raspberries,Consumable,50,0.1,Meadows,Food,true
RawMeat,$item_boar_meat,Material,20,1,Meadows,Materials,true
Resin,$item_resin,Material,50,0.3,,Materials,true
RoastedCrustPie,$item_roastedcrustpie,Consumable,10,1,,Food,true
RoastedCrustPieUncooked,$item_roastedcrustpie_uncooked,Material,10,1,,Materials,true
Root,$item_root,Material,50,0.3,Swamp,Materials,true
RottenMeat,$item_meat_rotten,Consumable,20,0.5,,Food,true
RoundLog,$item_roundlog,Material,50,2,BlackForest,Materials,true
RoyalJelly,$item_royaljelly,Consumable,50,0.1,Mistlands,Food,true
Ruby,$item_ruby,Material,20,0.1,Global,Materials,true
SaddleAsksvin,$item_saddleasksvin,Misc,1,10,Ashlands,Items,true
SaddleLox,$item_saddlelox,Misc,1,10,Plains,Items,true
Salad,$item_salad,Consumable,10,1,,Food,true
Sap,$item_sap,Material,50,0.2,Mistlands,Materials,true
Sausages,$item_sausages,Consumable,20,0.5,,Food,true
ScaleHide,$item_scalehide,Material,50,0.5,,Materials,true
ScorchingMedley,$item_scorchingmedley,Consumable,10,1,,Food,true
Scythe,$item_scythe,TwoHandedWeapon,1,2,,Weapons,true
ScytheHandle,$item_scythehandle,Misc,20,2,,Items,true
SeekerAspic,$item_seekeraspic,Consumable,10,1,Mistlands,Food,true
SerpentMeat,$item_serpentmeat,Material,50,10,Ocean,Materials,true
SerpentMeatCooked,$item_serpentmeatcooked,Consumable,50,10,Ocean,Food,true
SerpentScale,$item_serpentscale,Material,50,2,Ocean,Materials,true
SerpentStew,$item_serpentstew,Consumable,10,1,Ocean,Food,true
SharpeningStone,$item_sharpeningstone,Material,20,6,Meadows,Materials,true
ShieldBanded,$item_shield_banded,Shield,1,5,,Weapons,true
ShieldBlackmetal,$item_shield_blackmetal,Shield,1,5,Plains,Weapons,true
ShieldBlackmetalTower,$item_shield_blackmetal_tower,Shield,1,5,Plains,Weapons,true
ShieldBoneTower,$item_shield_bonetower,Shield,1,4,,Weapons,true
ShieldBronzeBuckler,$item_shield_bronzebuckler,Shield,1,3,BlackForest,Weapons,true
ShieldCarapace,$item_shield_carapace,Shield,1,5,Mistlands,Weapons,true
ShieldCarapaceBuckler,$item_shield_carapacebuckler,Shield,1,5,Mistlands,Weapons,true
ShieldCore,$item_shieldcore,Material,20,1,,Materials,true
ShieldFlametal,$item_shield_flametal,Shield,1,5,Ashlands,Weapons,true
ShieldFlametalTower,$item_shield_flametal_tower,Shield,1,5,Ashlands,Weapons,true
ShieldIronBuckler,$item_shield_ironbuckler,Shield,1,4,Swamp,Weapons,true
ShieldIronSquare,$item_shield_iron_square,Shield,1,4,Swamp,Weapons,true
ShieldIronTower,$item_shield_iron_tower,Shield,1,4,Swamp,Weapons,true
ShieldKnight,$item_shield_knight,Shield,1,4,,Weapons,true
ShieldSerpentscale,$item_shield_serpentscale,Shield,1,5,Ocean,Weapons,true
ShieldSilver,$item_shield_silver,Shield,1,5,Mountain,Weapons,true
ShieldWood,$item_shield_wood,Shield,1,4,Meadows,Weapons,true
ShieldWoodTower,$item_shield_woodtower,Shield,1,4,Meadows,Weapons,true
ShocklateSmoothie,$item_shocklatesmoothie,Consumable,10,1,,Food,true
Silver,$item_silver,Material,30,14,Mountain,Materials,true
SilverNecklace,$item_silvernecklace,Material,20,0.1,Mountain,Materials,true
SilverOre,$item_silverore,Material,30,14,Mountain,Materials,true
SizzlingBerryBroth,$item_sizzlingberrybroth,Consumable,10,1,Ashlands,Food,true
SledgeDemolisher,$item_sledge_demolisher,TwoHandedWeapon,1,4,,Weapons,true
SledgeIron,$item_sledge_iron,TwoHandedWeapon,1,4,Swamp,Weapons,true
SledgeStagbreaker,$item_stagbreaker,TwoHandedWeapon,1,4,BlackForest,Weapons,true
SledgeWood,$item_sledge_wood,TwoHandedWeapon,1,4,Meadows,Weapons,true
Softtissue,$item_softtissue,Material,40,1,Mistlands,Materials,true
Sparkler,$item_sparkler,Torch,1,1,,Tools,true
SparklingShroomshake,$item_sparklingshroomshake,Consumable,10,1,,Food,true
SpearBronze,$item_spear_bronze,OneHandedWeapon,1,1.5,BlackForest,Weapons,true
SpearCarapace,$item_spear_carapace,OneHandedWeapon,1,1.5,Mistlands,Weapons,true
SpearChitin,$item_spear_chitin,OneHandedWeapon,1,1.5,BlackForest,Weapons,true
SpearElderbark,$item_spear_ancientbark,OneHandedWeapon,1,1.5,Swamp,Weapons,true
SpearFlint,$item_spear_flint,OneHandedWeapon,1,1.5,Meadows,Weapons,true
SpearSplitner,$item_spear_splitner,OneHandedWeapon,1,1.5,Ashlands,Weapons,true
SpearSplitner_Blood,$item_spear_splitner_blood,OneHandedWeapon,1,1.5,Ashlands,Weapons,true
SpearSplitner_Lightning,$item_spear_splitner_lightning,OneHandedWeapon,1,1.5,Ashlands,Weapons,true
SpearSplitner_Nature,$item_spear_splitner_nature,OneHandedWeapon,1,1.5,Ashlands,Weapons,true
SpearWolfFang,$item_spear_wolffang,OneHandedWeapon,1,1.5,Mountain,Weapons,true
SpearWood,$item_spear_wood,OneHandedWeapon,1,1.5,Meadows,Weapons,true
SpiceAshlands,$item_spiceashlands,Material,100,0.1,Ashlands,Materials,true
SpiceForests,$item_spiceforests,Material,100,0.1,Mountain,Materials,true
SpiceMistlands,$item_spicemistlands,Material,100,0.1,Mistlands,Materials,true
SpiceMountains,$item_spicemountains,Material,100,0.1,Mountain,Materials,true
SpiceOceans,$item_spiceoceans,Material,100,0.1,Mountain,Materials,true
SpicePlains,$item_spiceplains,Material,100,0.1,Plains,Materials,true
SpicyMarmalade,$item_spicymarmalade,Consumable,10,1,Ashlands,Food,true
StaffClusterbomb,$item_staffclusterbomb,TwoHandedWeapon,1,0.3,Mistlands,Weapons,true
StaffFireball,$item_stafffireball,TwoHandedWeapon,1,0.3,Mistlands,Weapons,true
StaffGreenRoots,$item_staffgreenroots,TwoHandedWeapon,1,0.3,Swamp,Weapons,true
StaffIceShards,$item_stafficeshards,TwoHandedWeapon,1,0.3,Mistlands,Weapons,true
StaffLightning,$item_staff_lightning,TwoHandedWeapon,1,1.5,,Weapons,true
StaffRedTroll,$item_staffredtroll,TwoHandedWeapon,1,0.3,Mistlands,Weapons,true
StaffShield,$item_staffshield,TwoHandedWeapon,1,0.3,Mistlands,Weapons,true
StaffSkeleton,$item_staffskeleton,TwoHandedWeaponLeft,1,0.3,Mistlands,Weapons,true
Stone,$item_stone,Material,50,2,Meadows,Materials,true
StoneRock,$item_stonerock,Material,50,2,Meadows,Materials,true
SulfurStone,$item_sulfurstone,Material,50,2,Ashlands,Materials,true
SurtlingCore,$item_surtlingcore,Material,10,5,BlackForest,Materials,true
SwordBlackmetal,$item_sword_blackmetal,OneHandedWeapon,1,0.8,Plains,Weapons,true
SwordBronze,$item_sword_bronze,OneHandedWeapon,1,0.8,BlackForest,Weapons,true
SwordDyrnwyn,$item_sword_dyrnwyn,OneHandedWeapon,1,0.8,,Weapons,true
SwordIron,$item_sword_iron,OneHandedWeapon,1,0.8,Swamp,Weapons,true
SwordIronFire,$item_sword_fire,OneHandedWeapon,1,1,Swamp,Weapons,true
SwordMistwalker,$item_sword_mistwalker,OneHandedWeapon,1,0.8,Mistlands,Weapons,true
SwordNiedhogg,$item_sword_niedhogg,OneHandedWeapon,1,0.8,Ashlands,Weapons,true
SwordNiedhoggBlood,$item_sword_niedhogg_blood,OneHandedWeapon,1,0.8,Ashlands,Weapons,true
SwordNiedhoggLightning,$item_sword_niedhogg_lightning,OneHandedWeapon,1,0.8,Ashlands,Weapons,true
SwordNiedhoggNature,$item_sword_niedhogg_nature,OneHandedWeapon,1,0.8,Ashlands,Weapons,true
SwordSilver,$item_sword_silver,OneHandedWeapon,1,1,Mountain,Weapons,true
SwordWood,$item_sword_wood,OneHandedWeapon,1,0.8,Meadows,Weapons,true
Tankard,$item_tankard,OneHandedWeapon,1,1,,Weapons,true
Tankard_dvergr,$item_dvergrtankard,OneHandedWeapon,1,1,Mistlands,Weapons,true
TankardAnniversary,$item_tankard_anniversary,OneHandedWeapon,1,1,,Weapons,true
TankardOdin,$item_tankard_odin,OneHandedWeapon,1,1,,Weapons,true
Tar,$item_tar,Material,50,2,Plains,Materials,true
Thistle,$item_thistle,Material,50,0.1,,Materials,true
THSwordKrom,$item_sword_krom,TwoHandedWeapon,1,4,,Weapons,true
THSwordSlayer,$item_sword_slayer,TwoHandedWeapon,1,4,Ashlands,Weapons,true
THSwordSlayerBlood,$item_sword_slayer_blood,TwoHandedWeapon,1,4,Ashlands,Weapons,true
THSwordSlayerLightning,$item_sword_slayer_lightning,TwoHandedWeapon,1,4,Ashlands,Weapons,true
THSwordSlayerNature,$item_sword_slayer_nature,TwoHandedWeapon,1,4,Ashlands,Weapons,true
THSwordWood,$item_sword_wood_2h,TwoHandedWeapon,1,4,Meadows,Weapons,true
Thunderstone,$item_thunderstone,Material,20,10,Global,Materials,true
Tin,$item_tin,Material,30,8,BlackForest,Materials,true
TinOre,$item_tinore,Material,30,8,BlackForest,Materials,true
Torch,$item_torch,Torch,1,1,,Tools,true
TorchMist,$item_torchmist,Torch,1,1,Mistlands,Tools,true
TrinketBlackDamageHealth,$item_trinketblackdamagedealth,Trinket,1,2,Mistlands,Items,true
TrinketBlackStamina,$item_trinketblackdtamina,Trinket,1,2,,Items,true
TrinketBronzeHealth,$item_trinketbronzehealth,Trinket,1,2,BlackForest,Items,true
TrinketBronzeStamina,$item_trinketbronzestamina,Trinket,1,2,BlackForest,Items,true
TrinketCarapaceEitr,$item_trinketcarapaceeitr,Trinket,1,2,Mistlands,Items,true
TrinketChitinSwim,$item_trinketchitinswim,Trinket,1,2,BlackForest,Items,true
TrinketFlametalEitr,$item_trinketflametaleitr,Trinket,1,2,Ashlands,Items,true
TrinketFlametalStaminaHealth,$item_trinketflametalstaminahealth,Trinket,1,2,Ashlands,Items,true
TrinketIronHealth,$item_trinketironhealth,Trinket,1,2,Swamp,Items,true
TrinketIronStamina,$item_trinketironstamina,Trinket,1,2,Swamp,Items,true
TrinketScaleStaminaDamage,$item_trinketscalestaminadamage,Trinket,1,2,Mistlands,Items,true
TrinketSilverDamage,$item_trinketsilverdamage,Trinket,1,2,Mistlands,Items,true
TrinketSilverResist,$item_trinketsilverresist,Trinket,1,2,Mountain,Items,true
TrollHide,$item_trollhide,Material,20,2,BlackForest,Materials,true
TrophyAbomination,$item_trophy_abomination,Trophy,20,4,Swamp,Trophies,true
TrophyAsksvin,$item_trophy_asksvin,Trophy,20,2,Ashlands,Trophies,true
TrophyBjorn,$item_trophy_bjorn,Trophy,20,2,,Trophies,true
TrophyBjornUndead,$item_trophy_bjorn_undead,Trophy,20,2,,Trophies,true
TrophyBlob,$item_trophy_blob,Trophy,20,1,Swamp,Trophies,true
TrophyBoar,$item_trophy_boar,Trophy,20,2,Meadows,Trophies,true
TrophyBonemass,$item_trophy_bonemass,Trophy,20,2,Swamp,Trophies,true
TrophyBonemawSerpent,$item_trophy_bonemaw,Trophy,20,25,Ashlands,Trophies,true
TrophyCharredArcher,$item_trophy_charredarcher,Trophy,20,0.5,Ashlands,Trophies,true
TrophyCharredMage,$item_trophy_charredmage,Trophy,20,0.5,Ashlands,Trophies,true
TrophyCharredMelee,$item_trophy_charredmelee,Trophy,20,0.5,Ashlands,Trophies,true
TrophyCultist,$item_trophy_cultist,Trophy,20,3,Mountain,Trophies,true
TrophyCultist_Hildir,$item_trophy_cultist_hildir,Trophy,20,3,Mountain,Trophies,true
TrophyDeathsquito,$item_trophy_deathsquito,Trophy,20,0.5,Plains,Trophies,true
TrophyDeer,$item_trophy_deer,Trophy,20,2,Meadows,Trophies,true
TrophyDragonQueen,$item_trophy_dragonqueen,Trophy,20,2,Mountain,Trophies,true
TrophyDraugr,$item_trophy_draugr,Trophy,20,1,Swamp,Trophies,true
TrophyDraugrElite,$item_trophy_draugrelite,Trophy,20,1,Swamp,Trophies,true
TrophyDraugrFem,$item_trophy_draugr,Trophy,20,1,Swamp,Trophies,true
TrophyDvergr,$item_trophy_dvergr,Trophy,20,2,Mistlands,Trophies,true
TrophyEikthyr,$item_trophy_eikthyr,Trophy,20,2,Meadows,Trophies,true
TrophyFader,$item_trophy_fader,Trophy,20,2,Ashlands,Trophies,true
TrophyFallenValkyrie,$item_trophy_fallenvalkyrie,Trophy,20,0.5,Ashlands,Trophies,true
TrophyFenring,$item_trophy_fenring,Trophy,20,1.5,Mountain,Trophies,true
TrophyForestTroll,$item_trophy_troll,Trophy,20,4,BlackForest,Trophies,true
TrophyFrostTroll,$item_trophy_troll,Trophy,20,4,Mountain,Trophies,true
TrophyGhost,$item_trophy_ghost,Trophy,20,2,,Trophies,true
TrophyGjall,$item_trophy_gjall,Trophy,20,2,Mistlands,Trophies,true
TrophyGoblin,$item_trophy_goblin,Trophy,20,1,Plains,Trophies,true
TrophyGoblinBrute,$item_trophy_goblinbrute,Trophy,20,2,Plains,Trophies,true
TrophyGoblinBruteBrosBrute,$item_trophy_brutebro,Trophy,20,2,Plains,Trophies,true
TrophyGoblinBruteBrosShaman,$item_trophy_shamanbro,Trophy,20,2,Plains,Trophies,true
TrophyGoblinKing,$item_trophy_goblinking,Trophy,20,1,Plains,Trophies,true
TrophyGoblinShaman,$item_trophy_goblinshaman,Trophy,20,0.5,Plains,Trophies,true
TrophyGreydwarf,$item_trophy_greydwarf,Trophy,20,1,BlackForest,Trophies,true
TrophyGreydwarfBrute,$item_trophy_greydwarfbrute,Trophy,20,1.5,BlackForest,Trophies,true
TrophyGreydwarfShaman,$item_trophy_greydwarfshaman,Trophy,20,1,BlackForest,Trophies,true
TrophyGrowth,$item_trophy_growth,Trophy,20,1,Plains,Trophies,true
TrophyHare,$item_trophy_hare,Trophy,20,2,Mistlands,Trophies,true
TrophyHatchling,$item_trophy_hatchling,Trophy,20,2,Mountain,Trophies,true
TrophyLeech,$item_trophy_leech,Trophy,20,2,Swamp,Trophies,true
TrophyLox,$item_trophy_lox,Trophy,20,2,Plains,Trophies,true
TrophyMorgen,$item_trophy_morgen,Trophy,20,0.5,Ashlands,Trophies,true
TrophyNeck,$item_trophy_neck,Trophy,20,0.5,Meadows,Trophies,true
TrophySeeker,$item_trophy_seeker,Trophy,20,2,Mistlands,Trophies,true
TrophySeekerBrute,$item_trophy_seeker_brute,Trophy,20,2,Mistlands,Trophies,true
TrophySeekerQueen,$item_trophy_seekerqueen,Trophy,20,2,Mistlands,Trophies,true
TrophySerpent,$item_trophy_serpent,Trophy,20,25,Ocean,Trophies,true
TrophySGolem,$item_trophy_sgolem,Trophy,20,2,Mountain,Trophies,true
TrophySkeleton,$item_trophy_skeleton,Trophy,20,0.5,BlackForest,Trophies,true
TrophySkeletonHildir,$item_trophy_skeleton_hildir,Trophy,20,0.5,BlackForest,Trophies,true
TrophySkeletonPoison,$item_trophy_skeletonpoison,Trophy,20,0.5,Swamp,Trophies,true
TrophySurtling,$item_trophy_surtling,Trophy,20,1,,Trophies,true
TrophyTheElder,$item_trophy_elder,Trophy,20,4,BlackForest,Trophies,true
TrophyTick,$item_trophy_tick,Trophy,20,2,Mistlands,Trophies,true
TrophyUlv,$item_trophy_ulv,Trophy,20,1.5,Mountain,Trophies,true
TrophyVolture,$item_trophy_volture,Trophy,20,2,Ashlands,Trophies,true
TrophyWolf,$item_trophy_wolf,Trophy,20,1.5,Mountain,Trophies,true
TrophyWraith,$item_trophy_wraith,Trophy,20,1,Swamp,Trophies,true
Turnip,$item_turnip,Material,50,0.3,Swamp,Materials,true
TurnipSeeds,$item_turnipseeds,Material,100,0.1,Swamp,Materials,true
TurnipStew,$item_turnipstew,Consumable,10,1,Swamp,Food,true
TurretBolt,$item_turretbolt,AmmoNonEquipable,100,0.5,,Weapons,
TurretBoltBone,$item_turretboltbone,AmmoNonEquipable,100,0.5,,Weapons,
TurretBoltFlametal,$item_turretbolt_flametal,AmmoNonEquipable,100,0.5,Ashlands,Weapons,
TurretBoltWood,$item_turretboltwood,AmmoNonEquipable,100,0.5,Meadows,Weapons,
UndeadBjornRibcage,$item_UndeadBjornRibcage,Material,50,5,,Materials,true
VikingCupcake,$item_vikingcupcake,Consumable,10,1,,Food,true
VikingCupcakeUncooked,$item_vikingcupcake_uncooked,Material,10,1,,Materials,true
Vineberry,$item_vineberry,Consumable,50,0.1,Ashlands,Food,true
VineberrySeeds,$item_vineberryseeds,Material,100,0.1,Ashlands,Materials,true
VineGreenSeeds,$item_vinegreenseeds,Material,100,0.1,Ashlands,Materials,true
VoltureEgg,$item_voltureegg,Misc,20,1,Ashlands,Items,true
VoltureMeat,$item_volture_meat,Material,20,1,Ashlands,Materials,true
Wishbone,$item_wishbone,Utility,1,0.1,Swamp,Tools,true
Wisp,$item_wisp,Material,50,0.5,Mistlands,Materials,true
WitheredBone,$item_witheredbone,Material,30,1,Swamp,Materials,true
WolfClaw,$item_wolfclaw,Material,20,0.5,Mountain,Materials,true
WolfFang,$item_wolffang,Material,50,0.1,Mountain,Materials,true
WolfHairBundle,$item_wolfhairbundle,Material,50,1,Mountain,Materials,true
WolfJerky,$item_wolfjerky,Consumable,20,0.5,Mountain,Food,true
WolfMeat,$item_wolf_meat,Material,20,1,Mountain,Materials,true
WolfMeatSkewer,$item_wolf_skewer,Consumable,20,0.5,Mountain,Food,true
WolfPelt,$item_wolfpelt,Material,50,1,Mountain,Materials,true
Wood,$item_wood,Material,50,2,Meadows,Materials,true
YagluthDrop,$item_yagluththing,Misc,30,1,Plains,Items,true
YggdrasilPorridge,$item_yggdrasilporridge,Consumable,10,1,Mistlands,Food,true
YggdrasilWood,$item_yggdrasilwood,Material,50,2,Mistlands,Materials,true
YmirRemains,$item_ymirremains,Material,50,0.3,Global,Materials,true
