id,displayName,biome,category,completionType,prefabName,globalKey
item.helmetdverger,Dverger Circlet,BlackForest,Haldor,ItemCollected,HelmetDverger,
item.helmetfenring,Fenris Hood,Mountain,Armor,ItemCollected,HelmetFenring,
item.helmetfishinghat,Fishing Hat,Ocean,Armor,ItemCollected,HelmetFishingHat,
item.helmetflametal,Flametal Helmet,Ashlands,Armor,ItemCollected,HelmetFlametal,
item.helmethat1,Blue Tied Headscarf,Global,Hildir,ItemCollected,HelmetHat1,
item.helmethat10,Simple Purple Cap,Global,Hildir,ItemCollected,HelmetHat10,
item.helmethat2,Green Twisted Headscarf,Global,Hildir,ItemCollected,HelmetHat2,
item.helmethat3,Brown Fur Cap,Global,Hildir,ItemCollected,HelmetHat3,
item.helmethat4,Extravagant Green Cap,Global,Hildir,ItemCollected,HelmetHat4,
item.helmethat5,Simple Red Cap,Global,Hildir,ItemCollected,HelmetHat5,
item.helmethat6,Yellow Tied Headscarf,Global,Hildir,ItemCollected,HelmetHat6,
item.helmethat7,Red Twisted Headscarf,Global,Hildir,ItemCollected,HelmetHat7,
item.helmethat8,Grey Fur Cap,Global,Hildir,ItemCollected,HelmetHat8,
item.helmethat9,Extravagant Orange Cap,Global,Hildir,ItemCollected,HelmetHat9,
item.helmetiron,Iron Helmet,Swamp,Armor,ItemCollected,HelmetIron,
item.helmetleather,Leather Helmet,Meadows,Armor,ItemCollected,HelmetLeather,
item.helmetmage,Eitr-weave Hood,Mistlands,Armor,ItemCollected,HelmetMage,
item.helmetmage_ashlands,Hood of Embla,Ashlands,Armor,ItemCollected,HelmetMage_Ashlands,
item.helmetmidsummercrown,Midsummer Crown,Meadows,Armor,ItemCollected,HelmetMidsummerCrown,
item.helmetpadded,Padded Helmet,Plains,Armor,ItemCollected,HelmetPadded,
item.helmetpointyhat,Pointy Hat,Global,Armor,ItemCollected,HelmetPointyHat,
item.helmetroot,Root Mask,Swamp,Armor,ItemCollected,HelmetRoot,
item.helmetstrawhat,Straw Hat,Global,Hildir,ItemCollected,HelmetStrawHat,
item.helmetsweatband,Headband,Global,Hildir,ItemCollected,HelmetSweatBand,
item.helmettrollleather,Troll Leather Hood,BlackForest,Armor,ItemCollected,HelmetTrollLeather,
item.helmetyule,Yule Hat,BlackForest,Haldor,ItemCollected,HelmetYule,
item.hoe,Hoe,Meadoes,Tools,ItemCollected,Hoe,
item.honey,Honey,Meadows,Food,ItemCollected,Honey,
item.honeyglazedchicken,Honey Glazed Chicken,Mistlands,Food,ItemCollected,HoneyGlazedChicken,
item.honeyglazedchickenuncooked,Uncooked Honey Glazed Chicken,Mistlands,Materials,ItemCollected,HoneyGlazedChickenUncooked,
item.iron,Iron,Swamp,Materials,ItemCollected,Iron,
item.ironnails,Iron Nails,Swamp,Materials,ItemCollected,IronNails,
item.ironore,Iron Ore,Swamp,Materials,ItemCollected,IronOre,
item.ironpit,Iron Pit,Swamp,Hildir,ItemCollected,Ironpit,
item.ironscrap,Scrap Iron,Swamp,Materials,ItemCollected,IronScrap,
item.juteblue,Blue Jute,Mistlands,Materials,ItemCollected,JuteBlue,
item.jutered,Red Jute,Mountain,Materials,ItemCollected,JuteRed,
item.knifeblackmetal,Black Metal Knife,Plains,Weapons,ItemCollected,KnifeBlackMetal,
item.knifebutcher,Butcher Knife,BlackForest,Weapons,ItemCollected,KnifeButcher,
item.knifechitin,Abyssal Razor,Ocean,Weapons,ItemCollected,KnifeChitin,
item.knifecopper,Copper Knife,BlackForest,Weapons,ItemCollected,KnifeCopper,
item.knifeflint,Flint Knife,Meadows,Weapons,ItemCollected,KnifeFlint,
item.knifesilver,Silver Knife,Mountain,Weapons,ItemCollected,KnifeSilver,
item.knifeskollandhati,Skoll and Hati,Plains,Weapons,ItemCollected,KnifeSkollAndHati,
item.knifewood,Wooden Knife,Global,Weapons,ItemCollected,KnifeWood,
item.lantern,Dvergr Lantern,Mistlands,Tools,ItemCollected,Lantern,
item.leatherscraps,Leather Scraps,Meadows,Materials,ItemCollected,LeatherScraps,
item.linenthread,Linen Thread,Plains,Materials,ItemCollected,LinenThread,
item.loxmeat,Lox Meat,Plains,Materials,ItemCollected,LoxMeat,
item.loxpelt,Lox Pelt,Plains,Materials,ItemCollected,LoxPelt,
item.loxpie,Lox Meat Pie,Plains,Food,ItemCollected,LoxPie,
item.loxpieuncooked,Unbaked Lox Pie,Plains,Materials,ItemCollected,LoxPieUncooked,
item.macebronze,Bronze Mace,BlackForest,Weapons,ItemCollected,MaceBronze,
item.maceeldner,Flametal Mace,Ashlands,Weapons,ItemCollected,MaceEldner,
item.maceeldnerblood,Bloodgeon,Ashlands,Weapons,ItemCollected,MaceEldnerBlood,
item.maceeldnerlightning,Storm Star,Ashlands,Weapons,ItemCollected,MaceEldnerLightning,
item.maceeldnernature,Klossen,Ashlands,Weapons,ItemCollected,MaceEldnerNature,
item.maceiron,Iron Mace,Swamp,Weapons,ItemCollected,MaceIron,
item.maceneedle,Porcupine,Plains,Weapons,ItemCollected,MaceNeedle,
item.macesilver,Frostner,Mountain,Weapons,ItemCollected,MaceSilver,
item.macewood,Wooden Mace,Global,Weapons,ItemCollected,MaceWood,
item.magicallystuffedshroom,Stuffed Mushroom,Mistlands,Food,ItemCollected,MagicallyStuffedShroom,
item.magicallystuffedshroomuncooked,Uncooked Stuffed Mushroom,Mistlands,Materials,ItemCollected,MagicallyStuffedShroomUncooked,
item.mandible,Mandible,Mistlands,Materials,ItemCollected,Mandible,
item.marinatedgreens,Marinated Greens,Mistlands,Food,ItemCollected,MarinatedGreens,
item.mashedmeat,Mashed Meat,Ashlands,Food,ItemCollected,MashedMeat,
item.meadbasebugrepellent,Mead Base: Anti-Sting,Plains,Materials,ItemCollected,MeadBaseBugRepellent,
item.meadbasebzerker,Mead base: Berserkir,Plains,Materials,ItemCollected,MeadBaseBzerker,
item.meadbaseeitrlingering,Mead Base: Lingering Eitr,Mistlands,Materials,ItemCollected,MeadBaseEitrLingering,
item.meadbaseeitrminor,Mead Base: Minor Eitr,Mistlands,Materials,ItemCollected,MeadBaseEitrMinor,
item.meadbasefrostresist,Mead Base: Frost Resistance,Mountain,Materials,ItemCollected,MeadBaseFrostResist,
item.meadbasehasty,Mead base: Ratatosk,Swamp,Materials,ItemCollected,MeadBaseHasty,
item.meadbasehealthlingering,Mead Base: Lingering Health,Mistlands,Materials,ItemCollected,MeadBaseHealthLingering,
item.meadbasehealthmajor,Mead Base: Major Healing,Mistlands,Materials,ItemCollected,MeadBaseHealthMajor,
item.meadbasehealthmedium,Mead Base: Medium Healing,Swamp,Materials,ItemCollected,MeadBaseHealthMedium,
item.meadbasehealthminor,Mead Base: Minor Healing,BlackForest,Materials,ItemCollected,MeadBaseHealthMinor,
item.meadbaselightfoot,Mead Base: Lightfoot,Mistlands,Materials,ItemCollected,MeadBaseLightFoot,
item.meadbasepoisonresist,Mead Base: Poison Resistance,Swamp,Materials,ItemCollected,MeadBasePoisonResist,
item.meadbasestaminalingering,Mead Base: Lingering Stamina,Mistlands,Materials,ItemCollected,MeadBaseStaminaLingering,
item.meadbasestaminamedium,Mead Base: Medium Stamina,Plains,Materials,ItemCollected,MeadBaseStaminaMedium,
item.meadbasestaminaminor,Mead Base: Minor Stamina,BlackForest,Materials,ItemCollected,MeadBaseStaminaMinor,
item.meadbasestrength,Mead Base: Troll Endurance,Swamp,Materials,ItemCollected,MeadBaseStrength,
item.meadbaseswimmer,Mead Base: Vananidir,Swamp,Materials,ItemCollected,MeadBaseSwimmer,
item.meadbasetamer,Mead Base: Animal Whispers,Mountain,Materials,ItemCollected,MeadBaseTamer,
item.meadbasetasty,Mead Base: Tasty,BlackForest,Materials,ItemCollected,MeadBaseTasty,
item.meadbugrepellent,Anti-Sting Concoction,Plains,Food,ItemCollected,MeadBugRepellent,
item.meadbzerker,Berserkir Mead,Plains,Food,ItemCollected,MeadBzerker,
item.meadeitrlingering,Lingering Eitr Mead,Mistlands,Food,ItemCollected,MeadEitrLingering,
item.meadeitrminor,Minor Eitr Mead,Mistlands,Food,ItemCollected,MeadEitrMinor,
item.meadfrostresist,Frost Resistance Mead,Mountain,Food,ItemCollected,MeadFrostResist,
item.meadhasty,Tonic of Ratatosk,Swamp,Food,ItemCollected,MeadHasty,
item.meadhealthlingering,Lingering Healing Mead,Mistlands,Food,ItemCollected,MeadHealthLingering,
item.meadhealthmajor,Major Healing Mead,Mistlands,Food,ItemCollected,MeadHealthMajor,
item.meadhealthmedium,Medium Healing Mead,Swamp,Food,ItemCollected,MeadHealthMedium,
item.meadhealthminor,Minor Healing Mead,BlackForest,Food,ItemCollected,MeadHealthMinor,
item.meadlightfoot,Lightfoot Mead,Mistlands,Food,ItemCollected,MeadLightfoot,
item.meadpoisonresist,Poison Resistance Mead,Swamp,Food,ItemCollected,MeadPoisonResist,
item.meadstaminalingering,Lingering Stamina Mead,Mistlands,Food,ItemCollected,MeadStaminaLingering,
item.meadstaminamedium,Medium Stamina Mead,Plains,Food,ItemCollected,MeadStaminaMedium,
item.meadstaminaminor,Minor Stamina Mead,BlackForest,Food,ItemCollected,MeadStaminaMinor,
item.meadstrength,Mead of Troll Endurance,Swamp,Food,ItemCollected,MeadStrength,
item.meadswimmer,Draught of Vananidir,Swamp,Food,ItemCollected,MeadSwimmer,
item.meadtamer,Brew of Animal Whispers,Mountain,Food,ItemCollected,MeadTamer,
item.meadtasty,Tasty Mead,BlackForest,Food,ItemCollected,MeadTasty,
item.meadtrollpheromones,Love Potion,Swamp,BogWitch,ItemCollected,MeadTrollPheromones,
item.meatplatter,Meat Platter,Mistlands,Food,ItemCollected,MeatPlatter,
item.meatplatteruncooked,Uncooked Meat Platter,Mistlands,Materials,ItemCollected,MeatPlatterUncooked,
item.mechanicalspring,Mechanical Spring,Mistlands,Materials,ItemCollected,MechanicalSpring,
item.mincemeatsauce,Minced Meat Sauce,BlackForest,Food,ItemCollected,MinceMeatSauce,
item.mistharesupreme,Misthare Supreme,Mistlands,Food,ItemCollected,MisthareSupreme,
item.mistharesupremeuncooked,Uncooked Misthare Supreme,Mistlands,Materials,ItemCollected,MisthareSupremeUncooked,
item.moltencore,Molten Core,Ashlands,Materials,ItemCollected,MoltenCore,
item.morgenheart,Morgen Heart,Ashlands,Materials,ItemCollected,MorgenHeart,
item.morgensinew,Morgen Sinew,Ashlands,Materials,ItemCollected,MorgenSinew,
item.mushroom,Mushroom,Meadows,Food,ItemCollected,Mushroom,
item.mushroombzerker,Toadstool,Plains,Food,ItemCollected,MushroomBzerker,
item.mushroomjotunpuffs,Jotun Puffs,Mistlands,Food,ItemCollected,MushroomJotunPuffs,
item.mushroommagecap,Magecap,Mistlands,Food,ItemCollected,MushroomMagecap,
item.mushroomomelette,Mushroom Omelette,Mistlands,Food,ItemCollected,MushroomOmelette,
item.mushroomsmokepuff,Smoke Puff,Ashlands,Food,ItemCollected,MushroomSmokePuff,
item.mushroomyellow,Yellow Mushroom,BlackForest,Food,ItemCollected,MushroomYellow,
item.necktail,Neck Tail,Meadows,Materials,ItemCollected,NeckTail,
item.necktailgrilled,Grilled Neck Tail,Meadows,Food,ItemCollected,NeckTailGrilled,
item.needle,Needle,Plains,Materials,ItemCollected,Needle,
item.obsidian,Obsidian,Mountain,Materials,ItemCollected,Obsidian,
item.onion,Onion,Mountain,Food,ItemCollected,Onion,
item.onionseeds,Onion Seeds,Mountain,Materials,ItemCollected,OnionSeeds,
item.onionsoup,Onion Soup,Mountain,Food,ItemCollected,OnionSoup,
item.ooze,Ooze,Swamp,Materials,ItemCollected,Ooze,
item.pickaxeantler,Antler Pickaxe,BlackForest,Weapons,ItemCollected,PickaxeAntler,
item.pickaxeblackmetal,Black Metal Pickaxe,Plains,Weapons,ItemCollected,PickaxeBlackMetal,
item.pickaxebronze,Bronze Pickaxe,BlackForest,Weapons,ItemCollected,PickaxeBronze,
item.pickaxeiron,Iron Pickaxe,Swamp,Weapons,ItemCollected,PickaxeIron,
item.pinecone,Pine Cone,BlackForest,Materials,ItemCollected,PineCone,
item.piquantpie,Piquant Pie,Ashlands,Food,ItemCollected,PiquantPie,
item.piquantpieuncooked,Uncooked Piquant Pie,Ashlands,Materials,ItemCollected,PiquantPieUncooked,
item.pot_shard_green,Pot Shard,Ashlands,Materials,ItemCollected,Pot_Shard_Green,
item.powdereddragonegg,Powdered Dragon Eggshells,Global,BogWitch,ItemCollected,PowderedDragonEgg,
item.proustitepowder,Proustite Powder,Ashlands,Materials,ItemCollected,ProustitePowder,
item.pukeberries,Bukeperries,BlackForest,Food,ItemCollected,Pukeberries,
item.pungentpebbles,Pungent Pebbles,Global,BogWitch,ItemCollected,PungentPebbles,
item.queenbee,Queen Bee,Meadows,Materials,ItemCollected,QueenBee,
item.queendrop,Majestic Carapace,Mistlands,Materials,ItemCollected,QueenDrop,
item.queensjam,Queen's Jam,BlackForest,Food,ItemCollected,QueensJam,
item.raspberry,Raspberries,Meadows,Food,ItemCollected,Raspberry,
item.rawmeat,Boar Meat,Meadows,Materials,ItemCollected,RawMeat,
item.resin,Resin,Global,Materials,ItemCollected,Resin,
item.roastedcrustpie,Roasted Crust Pie,Ashlands,Food,ItemCollected,RoastedCrustPie,
item.roastedcrustpieuncooked,Uncooked Roasted Crust Pie,Ashlands,Materials,ItemCollected,RoastedCrustPieUncooked,
item.root,Root,Swamp,Materials,ItemCollected,Root,
item.rottenmeat,Rotten Meat,Global,Food,ItemCollected,RottenMeat,
item.roundlog,Corewood,BlackForest,Materials,ItemCollected,RoundLog,
item.royaljelly,Royal Jelly,Mistlands,Food,ItemCollected,RoyalJelly,
item.ruby,Ruby,Global,Materials,ItemCollected,Ruby,
item.saddleasksvin,Asksvin Saddle,Ashlands,Items,ItemCollected,SaddleAsksvin,
item.saddlelox,Lox Saddle,Plains,Items,ItemCollected,SaddleLox,
item.salad,Salad,Mistlands,Food,ItemCollected,Salad,
item.sap,Sap,Mistlands,Materials,ItemCollected,Sap,
item.sausages,Sausages,Swamp,Food,ItemCollected,Sausages,
item.scalehide,Scale Hide,Mistlands,Materials,ItemCollected,ScaleHide,
item.scorchingmedley,Scorching Medley,Ashlands,Food,ItemCollected,ScorchingMedley,
item.scythe,Scythe,Plains,Weapons,ItemCollected,Scythe,
item.scythehandle,Scythe Handle,Plains,BogWitch,ItemCollected,ScytheHandle,
item.seekeraspic,Seeker Aspic,Mistlands,Food,ItemCollected,SeekerAspic,
item.serpentmeat,Serpent Meat,Ocean,Materials,ItemCollected,SerpentMeat,
item.serpentmeatcooked,Cooked Serpent Meat,Ocean,Food,ItemCollected,SerpentMeatCooked,
item.serpentscale,Serpent Scale,Ocean,Materials,ItemCollected,SerpentScale,
item.serpentstew,Serpent Stew,Ocean,Food,ItemCollected,SerpentStew,
item.sharpeningstone,Sharpening Stone,Swamp,Materials,ItemCollected,SharpeningStone,
item.shieldbanded,Banded Shield,Swamp,Weapons,ItemCollected,ShieldBanded,
item.shieldblackmetal,Black Metal Shield,Plains,Weapons,ItemCollected,ShieldBlackmetal,
item.shieldblackmetaltower,Black Metal Tower Shield,Plains,Weapons,ItemCollected,ShieldBlackmetalTower,
item.shieldbonetower,Bone Tower Shield,BlackForest,Weapons,ItemCollected,ShieldBoneTower,
item.shieldbronzebuckler,Bronze Buckler,BlackForest,Weapons,ItemCollected,ShieldBronzeBuckler,
item.shieldcarapace,Carapace Shield,Mistlands,Weapons,ItemCollected,ShieldCarapace,
item.shieldcarapacebuckler,Carapace Buckler,Mistlands,Weapons,ItemCollected,ShieldCarapaceBuckler,
item.shieldcore,Shield Core,Ashlands,Materials,ItemCollected,ShieldCore,
item.shieldflametal,Flametal Shield,Ashlands,Weapons,ItemCollected,ShieldFlametal,
item.shieldflametaltower,Flametal Tower Shield,Ashlands,Weapons,ItemCollected,ShieldFlametalTower,
item.shieldironbuckler,Iron Buckler,Swamp,Weapons,ItemCollected,ShieldIronBuckler,
item.shieldironsquare,Iron Shield,Swamp,Weapons,ItemCollected,ShieldIronSquare,
item.shieldirontower,Iron Tower Shield,Swamp,Weapons,ItemCollected,ShieldIronTower,
item.shieldserpentscale,Serpent Scale Shield,Ocean,Weapons,ItemCollected,ShieldSerpentscale,
item.shieldsilver,Silver Shield,Mountain,Weapons,ItemCollected,ShieldSilver,
item.shieldwood,Wood Shield,Meadows,Weapons,ItemCollected,ShieldWood,
item.shieldwoodtower,Wood Tower Shield,Meadows,Weapons,ItemCollected,ShieldWoodTower,
item.muckshake,Muckshake,Swamp,Food,ItemCollected,Muckshake,
item.silver,Silver,Mountain,Materials,ItemCollected,Silver,
item.silvernecklace,Silver Necklace,Mountain,Materials,ItemCollected,SilverNecklace,
item.silverore,Silver Ore,Mountain,Materials,ItemCollected,SilverOre,
item.sizzlingberrybroth,Sizzling Berry Broth,Ashlands,Food,ItemCollected,SizzlingBerryBroth,
item.sledgedemolisher,Demolisher,Mistlands,Weapons,ItemCollected,SledgeDemolisher,
item.sledgeiron,Iron Sledge,Swamp,Weapons,ItemCollected,SledgeIron,
item.sledgestagbreaker,Stagbreaker,BlackForest,Weapons,ItemCollected,SledgeStagbreaker,
item.sledgewood,Wooden Sledge,Global,Weapons,ItemCollected,SledgeWood,
item.softtissue,Soft Tissue,Mistlands,Materials,ItemCollected,Softtissue,
item.sparkler,Sparkler,Global,Hildir,ItemCollected,Sparkler,
item.sparklingshroomshake,Sparkling Shroomshake,Mistlands,Food,ItemCollected,SparklingShroomshake,
item.spearbronze,Bronze Spear,BlackForest,Weapons,ItemCollected,SpearBronze,
item.spearcarapace,Carapace Spear,Mistlands,Weapons,ItemCollected,SpearCarapace,
item.spearchitin,Abyssal Harpoon,Ocean,Weapons,ItemCollected,SpearChitin,
item.spearelderbark,Ancient Bark Spear,Swamp,Weapons,ItemCollected,SpearElderbark,
item.spearflint,Flint Spear,Meadows,Weapons,ItemCollected,SpearFlint,
item.spearsplitner,Splitnir,Ashlands,Weapons,ItemCollected,SpearSplitner,
item.spearsplitner_blood,Splitnir the Bleeding,Ashlands,Weapons,ItemCollected,SpearSplitner_Blood,
item.spearsplitner_lightning,Splitnir the Storming,Ashlands,Weapons,ItemCollected,SpearSplitner_Lightning,
item.spearsplitner_nature,Splitnir the Primal,Ashlands,Weapons,ItemCollected,SpearSplitner_Nature,
item.spearwolffang,Fang Spear,Mountain,Weapons,ItemCollected,SpearWolfFang,
item.spearwood,Wooden Spear,Global,Weapons,ItemCollected,SpearWood,
item.spiceashlands,Fiery Spice Powder,Ashlands,BogWitch,ItemCollected,SpiceAshlands,
item.spiceforests,Woodland Herb Blend,Swamp,BogWitch,ItemCollected,SpiceForests,
item.spicemistlands,Herbs of the Hidden Hills,Mistlands,BogWitch,ItemCollected,SpiceMistlands,
item.spicemountains,Mountain Peak Pepper Powder,Mountain,BogWitch,ItemCollected,SpiceMountains,
item.spiceoceans,Seafarer's Herbs,Ocean,BogWitch,ItemCollected,SpiceOceans,
item.spiceplains,Grasslands Herbalist Harvest,Plains,BogWitch,ItemCollected,SpicePlains,
item.spicymarmalade,Spicy Marmalade,Ashlands,Food,ItemCollected,SpicyMarmalade,
item.staffclusterbomb,Staff of Fracturing,Ashlands,Weapons,ItemCollected,StaffClusterbomb,
item.stafffireball,Staff of Embers,Mistlands,Weapons,ItemCollected,StaffFireball,
item.staffgreenroots,Staff of the Wild,Ashlands,Weapons,ItemCollected,StaffGreenRoots,
item.stafficeshards,Staff of Frost,Mistlands,Weapons,ItemCollected,StaffIceShards,
item.stafflightning,Dundr,Ashlands,Weapons,ItemCollected,StaffLightning,
item.staffredtroll,Trollstav,Ashlands,Weapons,ItemCollected,StaffRedTroll,
item.staffshield,Staff of Protection,Mistlands,Weapons,ItemCollected,StaffShield,
item.staffskeleton,Dead Raiser,Mistlands,Weapons,ItemCollected,StaffSkeleton,
item.stone,Stone,Meadows,Materials,ItemCollected,Stone,
item.stonerock,Rock,Global,Materials,ItemCollected,StoneRock,
item.sulfurstone,Sulfur,Ashlands,Materials,ItemCollected,SulfurStone,
item.surtlingcore,Surtling Core,BlackForest,Materials,ItemCollected,SurtlingCore,
item.swordblackmetal,Black Metal Sword,Plains,Weapons,ItemCollected,SwordBlackmetal,
item.swordbronze,Bronze Sword,BlackForest,Weapons,ItemCollected,SwordBronze,
item.sworddyrnwyn,Dyrnwyn,Ashlands,Weapons,ItemCollected,SwordDyrnwyn,
item.swordiron,Iron Sword,Swamp,Weapons,ItemCollected,SwordIron,
item.swordmistwalker,Mistwalker,Mistlands,Weapons,ItemCollected,SwordMistwalker,
item.swordniedhogg,Nidhgg,Ashlands,Weapons,ItemCollected,SwordNiedhogg,
item.swordniedhoggblood,Nidhgg the Bleeding,Ashlands,Weapons,ItemCollected,SwordNiedhoggBlood,
item.swordniedhogglightning,Nidhgg the Thundering,Ashlands,Weapons,ItemCollected,SwordNiedhoggLightning,
item.swordniedhoggnature,Nidhgg the Primal,Ashlands,Weapons,ItemCollected,SwordNiedhoggNature,
item.swordsilver,Silver Sword,Mountain,Weapons,ItemCollected,SwordSilver,
item.swordwood,Wooden Sword,Global,Weapons,ItemCollected,SwordWood,
item.tankard,Tankard,Global,Weapons,ItemCollected,Tankard,
item.tankard_dvergr,Dvergr Tankard,Mistlands,Weapons,ItemCollected,Tankard_dvergr,
item.tar,Tar,Plains,Materials,ItemCollected,Tar,
item.thistle,Thistle,BlackForest,Materials,ItemCollected,Thistle,
item.krom,Krom,Ashlands,Weapons,ItemCollected,Krom,
item.slayer,Slayer,Ashlands,Weapons,ItemCollected,Slayer,
item.slayerblood,Brutal Slayer,Ashlands,Weapons,ItemCollected,SlayerBlood,
item.slayerlightning,Scourging Slayer,Ashlands,Weapons,ItemCollected,SlayerLightning,
item.slayernature,Primal Slayer,Ashlands,Weapons,ItemCollected,SlayerNature,
item.thswordwood,Wooden Greatsword,Global,Weapons,ItemCollected,THSwordWood,
item.thunderstone,Thunder Stone,Swamp,Haldor,ItemCollected,Thunderstone,
item.tin,Tin,BlackForest,Materials,ItemCollected,Tin,
item.tinore,Tin Ore,BlackForest,Materials,ItemCollected,TinOre,
item.torch,Torch,Global,Tools,ItemCollected,Torch,
item.bracelets_of_the_brave,Bracelets of the Brave,Plains,Items,ItemCollected,TrinketBlackDamageHealth,
item.evasion_mantle,Evasion Mantle,Plains,Items,ItemCollected,TrinketBlackStamina,
item.heart_of_the_forest,Heart of the Forest,BlackForest,Items,ItemCollected,TrinketBronzeHealth,
item.bronze_pendent,Bronze Pendant,BlackForest,Items,ItemCollected,TrinketBronzeStamina,
item.pulsating_earrings,Pulsating Earrings,Mistlands,Items,ItemCollected,TrinketCarapaceEitr,
item.fins_of_destiny,Fins of Destiny,Ocean,Items,ItemCollected,TrinketChitinSwim,
item.jormundling,Jormundling,Ashlands,Items,ItemCollected,TrinketFlametalEitr,
item.brimstone,Brimstone,Ashlands,Items,ItemCollected,TrinketFlametalStaminaHealth,
item.iron_brooch,Iron Brooch,Swamp,Items,ItemCollected,TrinketIronHealth,
item.nimble_anklet,Nimble Anklet,Swamp,Items,ItemCollected,TrinketIronStamina,
item.resounding_shackle,Resounding Shackle,Mistlands,Items,ItemCollected,TrinketScaleStaminaDamage,
item.wolf_sight,Wolf Sight,Mountain,Items,ItemCollected,TrinketSilverDamage,
item.crystal_heart,Crystal Heart,Mountain,Items,ItemCollected,TrinketSilverResist,
item.trollhide,Troll Hide,BlackForest,Materials,ItemCollected,TrollHide,
item.trophyabomination,Abomination Trophy,Swamp,Trophies,ItemCollected,TrophyAbomination,
item.trophyasksvin,Asksvin Trophy,Ashlands,Trophies,ItemCollected,TrophyAsksvin,
item.trophybjorn,Bear Trophy,BlackForest,Trophies,ItemCollected,TrophyBjorn,
item.trophybjornundead,Vile Trophy,Plains,Trophies,ItemCollected,TrophyBjornUndead,
item.trophyblob,Blob Trophy,Swamp,Trophies,ItemCollected,TrophyBlob,
item.trophyboar,Boar Trophy,Meadows,Trophies,ItemCollected,TrophyBoar,
item.trophybonemass,Bonemass Trophy,Swamp,Trophies,ItemCollected,TrophyBonemass,
item.trophybonemawserpent,Bonemaw Trophy,Ashlands,Trophies,ItemCollected,TrophyBonemawSerpent,
item.trophycharredarcher,Marksman Trophy,Ashlands,Trophies,ItemCollected,TrophyCharredArcher,
item.trophycharredmage,Warlock Trophy,Ashlands,Trophies,ItemCollected,TrophyCharredMage,
item.trophycharredmelee,Warrior Trophy,Ashlands,Trophies,ItemCollected,TrophyCharredMelee,
item.trophycultist,Cultist Trophy,Mountain,Trophies,ItemCollected,TrophyCultist,
item.trophycultist_hildir,Geirrhafa Trophy,Mountain,Trophies,ItemCollected,TrophyCultist_Hildir,
item.trophydeathsquito,Deathsquito Trophy,Plains,Trophies,ItemCollected,TrophyDeathsquito,
item.trophydeer,Deer Trophy,Meadows,Trophies,ItemCollected,TrophyDeer,
item.trophydragonqueen,Moder Trophy,Mountain,Trophies,ItemCollected,TrophyDragonQueen,
item.trophydraugr,Draugr Trophy,Swamp,Trophies,ItemCollected,TrophyDraugr,
item.trophydraugrelite,Draugr Elite Trophy,Swamp,Trophies,ItemCollected,TrophyDraugrElite,
item.trophydraugrfem,Draugr Trophy,Swamp,Trophies,ItemCollected,TrophyDraugrFem,
item.trophydvergr,Dvergr Trophy,Mistlands,Trophies,ItemCollected,TrophyDvergr,
item.trophyeikthyr,Eikthyr Trophy,Meadows,Trophies,ItemCollected,TrophyEikthyr,
item.trophyfader,Fader Trophy,Ashlands,Trophies,ItemCollected,TrophyFader,
item.trophyfallenvalkyrie,Fallen Valkyrie Trophy,Ashlands,Trophies,ItemCollected,TrophyFallenValkyrie,
item.trophyfenring,Fenring Trophy,Mountain,Trophies,ItemCollected,TrophyFenring,
item.trophyfrosttroll,Troll Trophy,BlackForest,Trophies,ItemCollected,TrophyFrostTroll,
item.trophyghost,Ghost Trophy,Global,Trophies,ItemCollected,TrophyGhost,
item.trophygjall,Gjall Trophy,Mistlands,Trophies,ItemCollected,TrophyGjall,
item.trophygoblin,Fuling Trophy,Plains,Trophies,ItemCollected,TrophyGoblin,
item.trophygoblinbrute,Fuling Berserker Trophy,Plains,Trophies,ItemCollected,TrophyGoblinBrute,
item.trophygoblinbrutebrosbrute,Thungr Trophy,Plains,Trophies,ItemCollected,TrophyGoblinBruteBrosBrute,
item.trophygoblinbrutebrosshaman,Zil Trophy,Plains,Trophies,ItemCollected,TrophyGoblinBruteBrosShaman,
item.trophygoblinking,Yagluth Trophy,Plains,Trophies,ItemCollected,TrophyGoblinKing,
item.trophygoblinshaman,Fuling Shaman Trophy,Plains,Trophies,ItemCollected,TrophyGoblinShaman,
item.trophygreydwarf,Greydwarf Trophy,BlackForest,Trophies,ItemCollected,TrophyGreydwarf,
item.trophygreydwarfbrute,Greydwarf Brute Trophy,BlackForest,Trophies,ItemCollected,TrophyGreydwarfBrute,
item.trophygreydwarfshaman,Greydwarf Shaman Trophy,BlackForest,Trophies,ItemCollected,TrophyGreydwarfShaman,
item.trophygrowth,Growth Trophy,Plains,Trophies,ItemCollected,TrophyGrowth,
item.trophyhare,Hare Trophy,Mistlands,Trophies,ItemCollected,TrophyHare,
item.trophyhatchling,Drake Trophy,Mountain,Trophies,ItemCollected,TrophyHatchling,
item.trophyleech,Leech Trophy,Swamp,Trophies,ItemCollected,TrophyLeech,
item.trophylox,Lox Trophy,Plains,Trophies,ItemCollected,TrophyLox,
item.trophymorgen,Morgen Trophy,Ashlands,Trophies,ItemCollected,TrophyMorgen,
item.trophyneck,Neck Trophy,Meadows,Trophies,ItemCollected,TrophyNeck,
item.trophyseeker,Seeker Trophy,Mistlands,Trophies,ItemCollected,TrophySeeker,
item.trophyseekerbrute,Seeker Soldier Trophy,Mistlands,Trophies,ItemCollected,TrophySeekerBrute,
