PrefabName,NameToken,ItemType,MaxStack,Weight,Biome,ChecklistCategory,IncludeInChecklist
HelmetFlametal,$item_helmet_flametal,Helmet,1,3,Ashlands,Armor,TRUE
HelmetHat1,$item_helmet_hat1,Helmet,1,3,Global,Armor,TRUE
HelmetHat10,$item_helmet_hat10,Helmet,1,3,Global,Armor,TRUE
HelmetHat2,$item_helmet_hat2,Helmet,1,3,Global,Armor,TRUE
HelmetHat3,$item_helmet_hat3,Helmet,1,3,Global,Armor,TRUE
HelmetHat4,$item_helmet_hat4,Helmet,1,3,Global,Armor,TRUE
HelmetHat5,$item_helmet_hat5,Helmet,1,3,Global,Armor,TRUE
HelmetHat6,$item_helmet_hat6,Helmet,1,3,Global,Armor,TRUE
HelmetHat7,$item_helmet_hat7,Helmet,1,3,Global,Armor,TRUE
HelmetHat8,$item_helmet_hat8,Helmet,1,3,Global,Armor,TRUE
HelmetHat9,$item_helmet_hat9,Helmet,1,3,Global,Armor,TRUE
HelmetIron,$item_helmet_iron,Helmet,1,3,Swamp,Armor,TRUE
HelmetLeather,$item_helmet_leather,Helmet,1,1,Meadows,Armor,TRUE
HelmetMage,$item_helmet_mage,Helmet,1,1,Mistlands,Armor,TRUE
HelmetMage_Ashlands,$item_helmet_mage_ashlands,Helmet,1,1,Ashlands,Armor,TRUE
HelmetMidsummerCrown,$item_helmet_midsummercrown,Helmet,1,1,Global,Armor,TRUE
HelmetOdin,$item_helmet_odin,Helmet,1,1,Global,Armor,FALSE
HelmetPadded,$item_helmet_padded,Helmet,1,3,Plains,Armor,TRUE
HelmetPointyHat,$item_helmet_witchhat,Helmet,1,3,Global,Armor,TRUE
HelmetRoot,$item_helmet_root,Helmet,1,3,Swamp,Armor,TRUE
HelmetStrawHat,$item_helmet_strawhat,Helmet,1,3,Global,Armor,TRUE
HelmetSweatBand,$item_helmet_sweatband,Helmet,1,1,Global,Armor,TRUE
HelmetTrollLeather,$item_helmet_trollleather,Helmet,1,1,BlackForest,Armor,TRUE
HelmetYule,$item_helmet_yule,Helmet,1,1,Global,Armor,TRUE
HildirKey_forestcrypt,$item_hildirkey1,Misc,1,0.1,BlackForest,Items,TRUE
HildirKey_mountaincave,$item_hildirkey2,Misc,1,0.1,Mountain,Items,TRUE
HildirKey_plainsfortress,$item_hildirkey3,Misc,1,0.1,Plains,Items,TRUE
Hoe,$item_hoe,Tool,1,2,BlackForest,Tools,TRUE
Honey,$item_honey,Consumable,50,0.2,Meadows,Food,TRUE
HoneyGlazedChicken,$item_honeyglazedchicken,Consumable,10,1,Meadows,Food,TRUE
HoneyGlazedChickenUncooked,$item_honeyglazedchickenuncooked,Material,10,1,Meadows,Materials,TRUE
Iron,$item_iron,Material,30,12,Swamp,Materials,TRUE
IronNails,$item_ironnails,Material,100,0.5,Swamp,Materials,TRUE
IronOre,$item_ironore,Material,30,10,Swamp,Materials,TRUE
Ironpit,$item_ironpit,Material,10,10,Swamp,Materials,TRUE
IronScrap,$item_ironscrap,Material,30,10,Swamp,Materials,TRUE
JuteBlue,$item_juteblue,Material,50,2,Mistlands,Materials,TRUE
JuteRed,$item_jutered,Material,50,2,Mountain,Materials,TRUE
KnifeBlackMetal,$item_knife_blackmetal,OneHandedWeapon,1,0.3,Plains,Weapons,TRUE
KnifeButcher,$item_knife_butcher,OneHandedWeapon,1,0.3,Meadows,Weapons,TRUE
KnifeChitin,$item_knife_chitin,OneHandedWeapon,1,0.3,BlackForest,Weapons,TRUE
KnifeCopper,$item_knife_copper,OneHandedWeapon,1,0.3,BlackForest,Weapons,TRUE
KnifeFlint,$item_knife_flint,OneHandedWeapon,1,0.3,Meadows,Weapons,TRUE
KnifeSilver,$item_knife_silver,OneHandedWeapon,1,0.3,Mountain,Weapons,TRUE
KnifeSkollAndHati,$item_knife_skollandhati,TwoHandedWeapon,1,0.3,Plains,Weapons,TRUE
KnifeWood,$item_knife_wood,OneHandedWeapon,1,0.3,Meadows,Weapons,TRUE
Lantern,$item_lantern,Torch,1,2,Mistlands,Tools,TRUE
Larva,$item_larva,Material,20,1,Mistlands,Materials,TRUE
LeatherScraps,$item_leatherscraps,Material,50,0.5,Meadows,Materials,TRUE
LinenThread,$item_linenthread,Material,50,2,Plains,Materials,TRUE
LoxMeat,$item_loxmeat,Material,20,2,Plains,Materials,TRUE
LoxPelt,$item_loxpelt,Material,50,1,Plains,Materials,TRUE
LoxPie,$item_loxpie,Consumable,10,1,Plains,Food,TRUE
LoxPieUncooked,$item_loxpie_uncooked,Material,10,1,Plains,Materials,TRUE
MaceBronze,$item_mace_bronze,OneHandedWeapon,1,2,BlackForest,Weapons,TRUE
MaceEldner,$item_mace_eldner,OneHandedWeapon,1,2,Ashlands,Weapons,TRUE
MaceEldnerBlood,$item_mace_eldner_blood,OneHandedWeapon,1,2,Ashlands,Weapons,TRUE
MaceEldnerLightning,$item_mace_eldner_lightning,OneHandedWeapon,1,2,Ashlands,Weapons,TRUE
MaceEldnerNature,$item_mace_eldner_nature,OneHandedWeapon,1,2,Ashlands,Weapons,TRUE
MaceIron,$item_mace_iron,OneHandedWeapon,1,2,Swamp,Weapons,TRUE
MaceNeedle,$item_mace_needle,OneHandedWeapon,1,2,Plains,Weapons,TRUE
MaceSilver,$item_mace_silver,OneHandedWeapon,1,2,Mountain,Weapons,TRUE
MaceWood,$item_mace_wood,OneHandedWeapon,1,2,Meadows,Weapons,TRUE
MagicallyStuffedShroom,$item_magicallystuffedmushroom,Consumable,10,1,Meadows,Food,TRUE
MagicallyStuffedShroomUncooked,$item_magicallystuffedmushroomuncooked,Material,10,1,Meadows,Materials,TRUE
Mandible,$item_mandible,Material,50,0.5,Mistlands,Materials,TRUE
MarinatedGreens,$item_marinatedgreens,Consumable,10,1,Mistlands,Food,TRUE
MashedMeat,$item_mashedmeat,Consumable,10,1,Ashlands,Food,TRUE
MeadBaseBugRepellent,$item_meadbasebugrepellent,Material,1,1,Plains,Materials,TRUE
MeadBaseBzerker,$item_meadbasebzerker,Material,1,1,Plains,Materials,TRUE
MeadBaseEitrLingering,$item_meadbaseeitr_lingering,Material,1,1,Mistlands,Materials,TRUE
MeadBaseEitrMinor,$item_meadbaseeitr,Material,1,1,Mistlands,Materials,TRUE
MeadBaseFrostResist,$item_meadbasefrostresist,Material,1,1,Mountain,Materials,TRUE
MeadBaseHasty,$item_meadbasehasty,Material,1,1,Swamp,Materials,TRUE
MeadBaseHealthLingering,$item_meadbasehealth_lingering,Material,1,1,Mistlands,Materials,TRUE
MeadBaseHealthMajor,$item_meadbasehealth_major,Material,1,1,Mistlands,Materials,TRUE
MeadBaseHealthMedium,$item_meadbasehealth_medium,Material,1,1,Swamp,Materials,TRUE
MeadBaseHealthMinor,$item_meadbasehealth,Material,1,1,BlackForest,Materials,TRUE
MeadBaseLightFoot,$item_meadbaselightfoot,Material,1,1,Mistlands,Materials,TRUE
MeadBasePoisonResist,$item_meadbasepoisonresist,Material,1,1,Swamp,Materials,TRUE
MeadBaseStaminaLingering,$item_meadbasestamina_lingering,Material,1,1,Mistlands,Materials,TRUE
MeadBaseStaminaMedium,$item_meadbasestamina_medium,Material,1,1,Plains,Materials,TRUE
MeadBaseStaminaMinor,$item_meadbasestamina,Material,1,1,BlackForest,Materials,TRUE
MeadBaseStrength,$item_meadbasestrength,Material,1,1,Swamp,Materials,TRUE
MeadBaseSwimmer,$item_meadbaseswimmer,Material,1,1,Swamp,Materials,TRUE
MeadBaseTamer,$item_meadbasetamer,Material,1,1,Mountain,Materials,TRUE
MeadBaseTasty,$item_meadbasetasty,Material,1,1,BlackForest,Materials,TRUE
MeadBugRepellent,$item_mead_bugrepellent,Consumable,10,1,Plains,Food,TRUE
MeadBzerker,$item_mead_bzerker,Consumable,10,1,Plains,Food,TRUE
MeadEitrLingering,$item_mead_eitr_lingering,Consumable,10,1,Mistlands,Food,TRUE
MeadEitrMinor,$item_mead_eitr_minor,Consumable,10,1,Mistlands,Food,TRUE
MeadFrostResist,$item_mead_frostres,Consumable,10,1,Mountain,Food,TRUE
MeadHasty,$item_mead_hasty,Consumable,10,1,Swamp,Food,TRUE
MeadHealthLingering,$item_mead_hp_lingering,Consumable,10,1,Mistlands,Food,TRUE
MeadHealthMajor,$item_mead_hp_major,Consumable,10,1,Mistlands,Food,TRUE
MeadHealthMedium,$item_mead_hp_medium,Consumable,10,1,Swamp,Food,TRUE
MeadHealthMinor,$item_mead_hp_minor,Consumable,10,1,BlackForest,Food,TRUE
MeadLightfoot,$item_mead_lightfoot,Consumable,10,1,Mistlands,Food,TRUE
MeadPoisonResist,$item_mead_poisonres,Consumable,10,1,Swamp,Food,TRUE
MeadStaminaLingering,$item_mead_stamina_lingering,Consumable,10,1,Mistlands,Food,TRUE
MeadStaminaMedium,$item_mead_stamina_medium,Consumable,10,1,Plains,Food,TRUE
MeadStaminaMinor,$item_mead_stamina_minor,Consumable,10,1,BlackForest,Food,TRUE
MeadStrength,$item_mead_strength,Consumable,10,1,Swamp,Food,TRUE
MeadSwimmer,$item_mead_swimmer,Consumable,10,1,Swamp,Food,TRUE
MeadTamer,$item_mead_tamer,Consumable,10,1,Mountain,Food,TRUE
MeadTasty,$item_mead_tasty,Consumable,10,1,BlackForest,Food,TRUE
MeadTrollPheromones,$item_mead_trollpheromones,Consumable,10,1,BlackForest,Food,TRUE
MeatPlatter,$item_meatplatter,Consumable,10,1,Mistlands,Food,TRUE
MeatPlatterUncooked,$item_meatplatteruncooked,Material,10,1,Mistlands,Materials,TRUE
MechanicalSpring,$item_mechanicalspring,Material,10,5,Mistlands,Materials,TRUE
MinceMeatSauce,$item_mincemeatsauce,Consumable,10,1,BlackForest,Food,TRUE
MisthareSupreme,$item_mistharesupreme,Consumable,10,1,Mistlands,Food,TRUE
MisthareSupremeUncooked,$item_mistharesupremeuncooked,Material,10,1,Mistlands,Materials,TRUE
MoltenCore,$item_moltencore,Material,20,1,Ashlands,Materials,TRUE
MorgenHeart,$item_morgenheart,Material,50,0.5,Ashlands,Materials,TRUE
MorgenSinew,$item_morgensinew,Material,50,0.5,Ashlands,Materials,TRUE
Mushroom,$item_mushroomcommon,Consumable,50,0.1,Meadows,Food,TRUE
MushroomBlue,$item_mushroomblue,Consumable,50,0.1,Meadows,Food,TRUE
MushroomBzerker,$item_mushroom_bzerker,Consumable,50,0.1,Meadows,Food,TRUE
MushroomJotunPuffs,$item_jotunpuffs,Consumable,50,0.1,Mistlands,Food,TRUE
MushroomMagecap,$item_magecap,Consumable,50,0.1,Mistlands,Food,TRUE
MushroomOmelette,$item_mushroomomelette,Consumable,10,1,Meadows,Food,TRUE
MushroomSmokePuff,$item_smokepuff,Consumable,50,0.1,Meadows,Food,TRUE
MushroomYellow,$item_mushroomyellow,Consumable,50,0.1,Meadows,Food,TRUE
NeckTail,$item_necktail,Material,50,0.5,Meadows,Materials,TRUE
NeckTailGrilled,$item_necktailgrilled,Consumable,20,0.5,Meadows,Food,TRUE
Needle,$item_needle,Material,50,0.5,Plains,Materials,TRUE
Obsidian,$item_obsidian,Material,50,2,Mountain,Materials,TRUE
Onion,$item_onion,Consumable,50,0.3,Mountain,Food,TRUE
OnionSeeds,$item_onionseeds,Material,100,0.1,Mountain,Materials,TRUE
OnionSoup,$item_onionsoup,Consumable,10,1,Mountain,Food,TRUE
Ooze,$item_ooze,Material,50,0.5,Swamp,Materials,TRUE
PickaxeAntler,$item_pickaxe_antler,TwoHandedWeapon,1,2,BlackForest,Weapons,TRUE
PickaxeBlackMetal,$item_pickaxe_blackmetal,TwoHandedWeapon,1,2,Plains,Weapons,TRUE
PickaxeBronze,$item_pickaxe_bronze,TwoHandedWeapon,1,2,BlackForest,Weapons,TRUE
PickaxeIron,$item_pickaxe_iron,TwoHandedWeapon,1,2,Swamp,Weapons,TRUE
PickaxeStone,$item_pickaxe_stone,TwoHandedWeapon,1,2,Meadows,Weapons,TRUE
PineCone,$item_pinecone,Material,100,0.1,BlackForest,Materials,TRUE
PiquantPie,$item_piquantpie,Consumable,10,1,Ashlands,Food,TRUE
PiquantPieUncooked,$item_piquantpie_uncooked,Material,10,1,Ashlands,Materials,TRUE
Pot_Shard_Green,$item_pot_shard_green,Material,50,2,Ashlands,Materials,TRUE
Pot_Shard_Red,$item_pot_shard_red,Material,50,2,Ashlands,Materials,TRUE
PowderedDragonEgg,$item_powdereddragonegg,Material,50,0.5,Mountain,Materials,TRUE
ProustitePowder,$item_proustitepowder,Material,50,0.5,Ashlands,Materials,TRUE
Pukeberries,$item_pukeberries,Consumable,50,0.1,BlackForest,Food,TRUE
PungentPebbles,$item_pungentpebbles,Material,50,0.5,Global,Materials,TRUE
QueenBee,$item_queenbee,Material,20,0.2,Meadows,Materials,TRUE
QueenDrop,$item_seekerqueen_drop,Material,30,1,Mistlands,Materials,TRUE
QueensJam,$item_queensjam,Consumable,10,1,BlackForest,Food,TRUE
Raspberry,$item_raspberries,Consumable,50,0.1,Meadows,Food,TRUE
RawMeat,$item_boar_meat,Material,20,1,Meadows,Materials,TRUE
Resin,$item_resin,Material,50,0.3,Global,Materials,TRUE
RoastedCrustPie,$item_roastedcrustpie,Consumable,10,1,Ashlands,Food,TRUE
RoastedCrustPieUncooked,$item_roastedcrustpie_uncooked,Material,10,1,Ashlands,Materials,TRUE
Root,$item_root,Material,50,0.3,Swamp,Materials,TRUE
RottenMeat,$item_meat_rotten,Consumable,20,0.5,Global,Food,TRUE
RoundLog,$item_roundlog,Material,50,2,BlackForest,Materials,TRUE
RoyalJelly,$item_royaljelly,Consumable,50,0.1,Mistlands,Food,TRUE
Ruby,$item_ruby,Material,20,0.1,Global,Materials,TRUE
SaddleAsksvin,$item_saddleasksvin,Misc,1,10,Ashlands,Items,TRUE
SaddleLox,$item_saddlelox,Misc,1,10,Plains,Items,TRUE
Salad,$item_salad,Consumable,10,1,Mistlands,Food,TRUE
Sap,$item_sap,Material,50,0.2,Mistlands,Materials,TRUE
Sausages,$item_sausages,Consumable,20,0.5,Swamp,Food,TRUE
ScaleHide,$item_scalehide,Material,50,0.5,Mistlands,Materials,TRUE
ScorchingMedley,$item_scorchingmedley,Consumable,10,1,Ashlands,Food,TRUE
Scythe,$item_scythe,TwoHandedWeapon,1,2,Mountain,Weapons,TRUE
ScytheHandle,$item_scythehandle,Misc,20,2,Global,Items,TRUE
SeekerAspic,$item_seekeraspic,Consumable,10,1,Mistlands,Food,TRUE
SerpentMeat,$item_serpentmeat,Material,50,10,Ocean,Materials,TRUE
SerpentMeatCooked,$item_serpentmeatcooked,Consumable,50,10,Ocean,Food,TRUE
SerpentScale,$item_serpentscale,Material,50,2,Ocean,Materials,TRUE
SerpentStew,$item_serpentstew,Consumable,10,1,Ocean,Food,TRUE
SharpeningStone,$item_sharpeningstone,Material,20,6,Meadows,Materials,TRUE
ShieldBanded,$item_shield_banded,Shield,1,5,Swamp,Weapons,TRUE
ShieldBlackmetal,$item_shield_blackmetal,Shield,1,5,Plains,Weapons,TRUE
ShieldBlackmetalTower,$item_shield_blackmetal_tower,Shield,1,5,Plains,Weapons,TRUE
ShieldBoneTower,$item_shield_bonetower,Shield,1,4,BlackForest,Weapons,TRUE
ShieldBronzeBuckler,$item_shield_bronzebuckler,Shield,1,3,BlackForest,Weapons,TRUE
ShieldCarapace,$item_shield_carapace,Shield,1,5,Mistlands,Weapons,TRUE
ShieldCarapaceBuckler,$item_shield_carapacebuckler,Shield,1,5,Mistlands,Weapons,TRUE
ShieldCore,$item_shieldcore,Material,20,1,Mistlands,Materials,TRUE
ShieldFlametal,$item_shield_flametal,Shield,1,5,Ashlands,Weapons,TRUE
ShieldFlametalTower,$item_shield_flametal_tower,Shield,1,5,Ashlands,Weapons,TRUE
ShieldIronBuckler,$item_shield_ironbuckler,Shield,1,4,Swamp,Weapons,TRUE
ShieldIronSquare,$item_shield_iron_square,Shield,1,4,Swamp,Weapons,TRUE
ShieldIronTower,$item_shield_iron_tower,Shield,1,4,Swamp,Weapons,TRUE
ShieldKnight,$item_shield_knight,Shield,1,4,Global,Weapons,FALSE
ShieldSerpentscale,$item_shield_serpentscale,Shield,1,5,Ocean,Weapons,TRUE
ShieldSilver,$item_shield_silver,Shield,1,5,Mountain,Weapons,TRUE
ShieldWood,$item_shield_wood,Shield,1,4,Meadows,Weapons,TRUE
ShieldWoodTower,$item_shield_woodtower,Shield,1,4,Meadows,Weapons,TRUE
Muckshake,$item_shocklatesmoothie,Consumable,10,1,Swamp,Food,TRUE
Silver,$item_silver,Material,30,14,Mountain,Materials,TRUE
SilverNecklace,$item_silvernecklace,Material,20,0.1,Mountain,Materials,TRUE
SilverOre,$item_silverore,Material,30,14,Mountain,Materials,TRUE
SizzlingBerryBroth,$item_sizzlingberrybroth,Consumable,10,1,Ashlands,Food,TRUE
SledgeDemolisher,$item_sledge_demolisher,TwoHandedWeapon,1,4,Mistlands,Weapons,TRUE
SledgeIron,$item_sledge_iron,TwoHandedWeapon,1,4,Swamp,Weapons,TRUE
SledgeStagbreaker,$item_stagbreaker,TwoHandedWeapon,1,4,BlackForest,Weapons,TRUE
SledgeWood,$item_sledge_wood,TwoHandedWeapon,1,4,Meadows,Weapons,TRUE
Softtissue,$item_softtissue,Material,40,1,Mistlands,Materials,TRUE
Sparkler,$item_sparkler,Torch,1,1,Global,Tools,TRUE
SparklingShroomshake,$item_sparklingshroomshake,Consumable,10,1,Mistlands,Food,TRUE
SpearBronze,$item_spear_bronze,OneHandedWeapon,1,1.5,BlackForest,Weapons,TRUE
SpearCarapace,$item_spear_carapace,OneHandedWeapon,1,1.5,Mistlands,Weapons,TRUE
SpearChitin,$item_spear_chitin,OneHandedWeapon,1,1.5,BlackForest,Weapons,TRUE
SpearElderbark,$item_spear_ancientbark,OneHandedWeapon,1,1.5,Swamp,Weapons,TRUE
SpearFlint,$item_spear_flint,OneHandedWeapon,1,1.5,Meadows,Weapons,TRUE
SpearSplitner,$item_spear_splitner,OneHandedWeapon,1,1.5,Ashlands,Weapons,TRUE
SpearSplitner_Blood,$item_spear_splitner_blood,OneHandedWeapon,1,1.5,Ashlands,Weapons,TRUE
SpearSplitner_Lightning,$item_spear_splitner_lightning,OneHandedWeapon,1,1.5,Ashlands,Weapons,TRUE
SpearSplitner_Nature,$item_spear_splitner_nature,OneHandedWeapon,1,1.5,Ashlands,Weapons,TRUE
SpearWolfFang,$item_spear_wolffang,OneHandedWeapon,1,1.5,Mountain,Weapons,TRUE
SpearWood,$item_spear_wood,OneHandedWeapon,1,1.5,Meadows,Weapons,TRUE
SpiceAshlands,$item_spiceashlands,Material,100,0.1,Ashlands,Materials,TRUE
SpiceForests,$item_spiceforests,Material,100,0.1,Mountain,Materials,TRUE
SpiceMistlands,$item_spicemistlands,Material,100,0.1,Mistlands,Materials,TRUE
SpiceMountains,$item_spicemountains,Material,100,0.1,Mountain,Materials,TRUE
SpiceOceans,$item_spiceoceans,Material,100,0.1,Mountain,Materials,TRUE
SpicePlains,$item_spiceplains,Material,100,0.1,Plains,Materials,TRUE
SpicyMarmalade,$item_spicymarmalade,Consumable,10,1,Ashlands,Food,TRUE
StaffClusterbomb,$item_staffclusterbomb,TwoHandedWeapon,1,0.3,Mistlands,Weapons,TRUE
StaffFireball,$item_stafffireball,TwoHandedWeapon,1,0.3,Mistlands,Weapons,TRUE
StaffGreenRoots,$item_staffgreenroots,TwoHandedWeapon,1,0.3,Swamp,Weapons,TRUE
StaffIceShards,$item_stafficeshards,TwoHandedWeapon,1,0.3,Mistlands,Weapons,TRUE
StaffLightning,$item_staff_lightning,TwoHandedWeapon,1,1.5,Mistlands,Weapons,TRUE
StaffRedTroll,$item_staffredtroll,TwoHandedWeapon,1,0.3,Mistlands,Weapons,TRUE
StaffShield,$item_staffshield,TwoHandedWeapon,1,0.3,Mistlands,Weapons,TRUE
StaffSkeleton,$item_staffskeleton,TwoHandedWeaponLeft,1,0.3,Mistlands,Weapons,TRUE
Stone,$item_stone,Material,50,2,Meadows,Materials,TRUE
StoneRock,$item_stonerock,Material,50,2,Meadows,Materials,TRUE
SulfurStone,$item_sulfurstone,Material,50,2,Ashlands,Materials,TRUE
SurtlingCore,$item_surtlingcore,Material,10,5,BlackForest,Materials,TRUE
SwordBlackmetal,$item_sword_blackmetal,OneHandedWeapon,1,0.8,Plains,Weapons,TRUE
SwordBronze,$item_sword_bronze,OneHandedWeapon,1,0.8,BlackForest,Weapons,TRUE
SwordDyrnwyn,$item_sword_dyrnwyn,OneHandedWeapon,1,0.8,Ashlands,Weapons,TRUE
SwordIron,$item_sword_iron,OneHandedWeapon,1,0.8,Swamp,Weapons,TRUE
SwordIronFire,$item_sword_fire,OneHandedWeapon,1,1,Swamp,Weapons,TRUE
SwordMistwalker,$item_sword_mistwalker,OneHandedWeapon,1,0.8,Mistlands,Weapons,TRUE
SwordNiedhogg,$item_sword_niedhogg,OneHandedWeapon,1,0.8,Ashlands,Weapons,TRUE
SwordNiedhoggBlood,$item_sword_niedhogg_blood,OneHandedWeapon,1,0.8,Ashlands,Weapons,TRUE
SwordNiedhoggLightning,$item_sword_niedhogg_lightning,OneHandedWeapon,1,0.8,Ashlands,Weapons,TRUE
SwordNiedhoggNature,$item_sword_niedhogg_nature,OneHandedWeapon,1,0.8,Ashlands,Weapons,TRUE
SwordSilver,$item_sword_silver,OneHandedWeapon,1,1,Mountain,Weapons,TRUE
SwordWood,$item_sword_wood,OneHandedWeapon,1,0.8,Meadows,Weapons,TRUE
Tankard,$item_tankard,OneHandedWeapon,1,1,Global,Weapons,TRUE
Tankard_dvergr,$item_dvergrtankard,OneHandedWeapon,1,1,Mistlands,Weapons,TRUE
TankardAnniversary,$item_tankard_anniversary,OneHandedWeapon,1,1,Global,Weapons,TRUE
TankardOdin,$item_tankard_odin,OneHandedWeapon,1,1,Global,Weapons,FALSE
Tar,$item_tar,Material,50,2,Plains,Materials,TRUE
Thistle,$item_thistle,Material,50,0.1,Plains,Materials,TRUE
Krom,$item_sword_krom,TwoHandedWeapon,1,4,Ashlands,Weapons,TRUE
Slayer,$item_sword_slayer,TwoHandedWeapon,1,4,Ashlands,Weapons,TRUE
SlayerBlood,$item_sword_slayer_blood,TwoHandedWeapon,1,4,Ashlands,Weapons,TRUE
SlayerLightning,$item_sword_slayer_lightning,TwoHandedWeapon,1,4,Ashlands,Weapons,TRUE
SlayerNature,$item_sword_slayer_nature,TwoHandedWeapon,1,4,Ashlands,Weapons,TRUE
SwordWood,$item_sword_wood_2h,TwoHandedWeapon,1,4,Meadows,Weapons,TRUE
Thunderstone,$item_thunderstone,Material,20,10,Global,Materials,TRUE
Tin,$item_tin,Material,30,8,BlackForest,Materials,TRUE
TinOre,$item_tinore,Material,30,8,BlackForest,Materials,TRUE
Torch,$item_torch,Torch,1,1,Global,Tools,TRUE
TorchMist,$item_torchmist,Torch,1,1,Mistlands,Tools,TRUE
Bracelets of the Brave,$item_trinketblackdamagedealth,Trinket,1,2,Mistlands,Items,TRUE
Evasion Mantle,$item_trinketblackdtamina,Trinket,1,2,Plains,Items,TRUE
Heart of the Forest,$item_trinketbronzehealth,Trinket,1,2,BlackForest,Items,TRUE
Bronze Pendent,$item_trinketbronzestamina,Trinket,1,2,BlackForest,Items,TRUE
Pulsating Earrings,$item_trinketcarapaceeitr,Trinket,1,2,Mistlands,Items,TRUE
Fins of Destiny,$item_trinketchitinswim,Trinket,1,2,BlackForest,Items,TRUE
Jrmundling,$item_trinketflametaleitr,Trinket,1,2,Ashlands,Items,TRUE
Brimstone,$item_trinketflametalstaminahealth,Trinket,1,2,Ashlands,Items,TRUE
Iron Brooch,$item_trinketironhealth,Trinket,1,2,Swamp,Items,TRUE
Nimble Anklet,$item_trinketironstamina,Trinket,1,2,Swamp,Items,TRUE
Resounding Shackle,$item_trinketscalestaminadamage,Trinket,1,2,Mistlands,Items,TRUE
Wolf Sight,$item_trinketsilverdamage,Trinket,1,2,Mistlands,Items,TRUE
Crystal Heart,$item_trinketsilverresist,Trinket,1,2,Mountain,Items,TRUE
TrollHide,$item_trollhide,Material,20,2,BlackForest,Materials,TRUE
TrophyAbomination,$item_trophy_abomination,Trophy,20,4,Swamp,Trophies,TRUE
TrophyAsksvin,$item_trophy_asksvin,Trophy,20,2,Ashlands,Trophies,TRUE
TrophyBjorn,$item_trophy_bjorn,Trophy,20,2,BlackForest,Trophies,TRUE
TrophyBjornUndead,$item_trophy_bjorn_undead,Trophy,20,2,BlackForest,Trophies,TRUE
TrophyBlob,$item_trophy_blob,Trophy,20,1,Swamp,Trophies,TRUE
TrophyBoar,$item_trophy_boar,Trophy,20,2,Meadows,Trophies,TRUE
TrophyBonemass,$item_trophy_bonemass,Trophy,20,2,Swamp,Trophies,TRUE
TrophyBonemawSerpent,$item_trophy_bonemaw,Trophy,20,25,Ashlands,Trophies,TRUE
TrophyCharredArcher,$item_trophy_charredarcher,Trophy,20,0.5,Ashlands,Trophies,TRUE
TrophyCharredMage,$item_trophy_charredmage,Trophy,20,0.5,Ashlands,Trophies,TRUE
TrophyCharredMelee,$item_trophy_charredmelee,Trophy,20,0.5,Ashlands,Trophies,TRUE
TrophyCultist,$item_trophy_cultist,Trophy,20,3,Mountain,Trophies,TRUE
TrophyCultist_Hildir,$item_trophy_cultist_hildir,Trophy,20,3,Mountain,Trophies,TRUE
TrophyDeathsquito,$item_trophy_deathsquito,Trophy,20,0.5,Plains,Trophies,TRUE
TrophyDeer,$item_trophy_deer,Trophy,20,2,Meadows,Trophies,TRUE
TrophyDragonQueen,$item_trophy_dragonqueen,Trophy,20,2,Mountain,Trophies,TRUE
TrophyDraugr,$item_trophy_draugr,Trophy,20,1,Swamp,Trophies,TRUE
TrophyDraugrElite,$item_trophy_draugrelite,Trophy,20,1,Swamp,Trophies,TRUE
TrophyDraugrFem,$item_trophy_draugr,Trophy,20,1,Swamp,Trophies,TRUE
TrophyDvergr,$item_trophy_dvergr,Trophy,20,2,Mistlands,Trophies,TRUE
TrophyEikthyr,$item_trophy_eikthyr,Trophy,20,2,Meadows,Trophies,TRUE
TrophyFader,$item_trophy_fader,Trophy,20,2,Ashlands,Trophies,TRUE
TrophyFallenValkyrie,$item_trophy_fallenvalkyrie,Trophy,20,0.5,Ashlands,Trophies,TRUE
TrophyFenring,$item_trophy_fenring,Trophy,20,1.5,Mountain,Trophies,TRUE
TrophyForestTroll,$item_trophy_troll,Trophy,20,4,BlackForest,Trophies,TRUE
TrophyFrostTroll,$item_trophy_troll,Trophy,20,4,Mountain,Trophies,TRUE
TrophyGhost,$item_trophy_ghost,Trophy,20,2,Global,Trophies,TRUE
TrophyGjall,$item_trophy_gjall,Trophy,20,2,Mistlands,Trophies,TRUE
TrophyGoblin,$item_trophy_goblin,Trophy,20,1,Plains,Trophies,TRUE
TrophyGoblinBrute,$item_trophy_goblinbrute,Trophy,20,2,Plains,Trophies,TRUE
TrophyGoblinBruteBrosBrute,$item_trophy_brutebro,Trophy,20,2,Plains,Trophies,TRUE
TrophyGoblinBruteBrosShaman,$item_trophy_shamanbro,Trophy,20,2,Plains,Trophies,TRUE
TrophyGoblinKing,$item_trophy_goblinking,Trophy,20,1,Plains,Trophies,TRUE
TrophyGoblinShaman,$item_trophy_goblinshaman,Trophy,20,0.5,Plains,Trophies,TRUE
TrophyGreydwarf,$item_trophy_greydwarf,Trophy,20,1,BlackForest,Trophies,TRUE
TrophyGreydwarfBrute,$item_trophy_greydwarfbrute,Trophy,20,1.5,BlackForest,Trophies,TRUE
TrophyGreydwarfShaman,$item_trophy_greydwarfshaman,Trophy,20,1,BlackForest,Trophies,TRUE
TrophyGrowth,$item_trophy_growth,Trophy,20,1,Plains,Trophies,TRUE
TrophyHare,$item_trophy_hare,Trophy,20,2,Mistlands,Trophies,TRUE
